name,online_order,book_table,rate,votes,location,rest_type,cost2plates,category,grouped_cuisines
shri madhuram,No,No,3.9,371,HSR,Casual Dining,400.0,Dine-out,North Indian Cuisine
sumadhura foods,Yes,No,3.5,108,Others,Quick Bites,300.0,Delivery,North Indian Cuisine
vijaya gardenia,Yes,No,3.5,67,Banaswadi,Casual Dining,500.0,Dine-out,North Indian Cuisine
the ants cafe & store,Yes,Yes,3.9,41,Indiranagar,Cafe,800.0,Dine-out,Western Cuisine
china on my plate,Yes,No,3.0,17,Whitefield,Casual Dining,800.0,Dine-out,Asian Cuisine
whatsup 99 variety dosa,No,No,3.7,0,BTM,Others,200.0,Dine-out,West Indian Cuisine
wafl,Yes,No,3.9,40,Bannerghatta Road,Food Court,400.0,Desserts,Fast Food & Street Food
green chilly,Yes,No,3.6,29,Rajajinagar,Quick Bites,350.0,Delivery,North Indian Cuisine
nithyothsav - hotel ramanashree,No,No,3.0,31,MG Road,Casual Dining,1000.0,Delivery,North Indian Cuisine
costa coffee,No,No,3.8,209,Indiranagar,Cafe,500.0,Cafes,Fast Food & Street Food
pasta street,Yes,Yes,4.5,41,Cunningham Road,Casual Dining,400.0,Delivery,Western Cuisine
d fusion,No,No,3.7,0,Bannerghatta Road,Quick Bites,400.0,Delivery,Asian Cuisine
pulla reddy sweets,No,No,3.6,27,Indiranagar,Others,250.0,Desserts,Fusion/Contemporary Indian Cuisine
kabab magic,Yes,No,4.0,41,Jayanagar,Quick Bites,500.0,Delivery,North Indian Cuisine
bloomsbury's global kitchen & bakehouse,Yes,Yes,4.5,41,Whitefield,Others,900.0,Delivery,Western Cuisine
cafe bakery morning calm glory,No,No,3.7,0,Hennur,Others,900.0,Desserts,Fusion & Miscellaneous
talk of the town,Yes,No,3.7,0,Banaswadi,Bakery,250.0,Delivery,Desserts & Beverages
cake yard,No,No,2.9,30,Koramangala 7th Block,Dessert Parlor,250.0,Desserts,Desserts & Beverages
sheetal restaurant,No,No,3.7,0,Majestic,Quick Bites,150.0,Dine-out,South Indian Cuisine
reddy's naati mane,Yes,No,3.4,15,Banaswadi,Quick Bites,400.0,Delivery,South Indian Cuisine
ammi's biryani,No,No,2.8,43,Bellandur,Quick Bites,500.0,Dine-out,North Indian Cuisine
"lush - renaissance hotel, bengaluru",No,Yes,4.5,416,Race Course Road,Casual Dining,400.0,Buffet,North Indian Cuisine
hatti punjab di,No,No,3.7,0,Banaswadi,Quick Bites,550.0,Dine-out,North Indian Cuisine
smoke oil salt,Yes,No,3.7,0,BTM,Quick Bites,850.0,Delivery,Fusion & Miscellaneous
krispy kreme,Yes,No,4.0,253,Jayanagar,Dessert Parlor,300.0,Desserts,Desserts & Beverages
jalaram sweets,Yes,No,3.8,32,Jayanagar,Others,250.0,Delivery,Desserts & Beverages
b1,Yes,Yes,3.9,123,New BEL Road,Others,1100.0,Delivery,North Indian Cuisine
gorilla barfare,No,No,4.2,270,Koramangala 6th Block,Others,400.0,Pubs and bars,Western Cuisine
melting spot,No,No,4.0,134,Indiranagar,Others,600.0,Delivery,Western Cuisine
bottle & glass,No,Yes,4.0,41,Indiranagar,Others,400.0,Delivery,Asian Cuisine
9 bowls,Yes,No,3.7,0,"ITPL Main Road, Whitefield",Delivery,500.0,Delivery,North Indian Cuisine
dvg benne dosa,Yes,No,4.1,29,Domlur,Quick Bites,150.0,Delivery,South Indian Cuisine
amma's biryani & rice,Yes,No,3.7,0,Kammanahalli,Quick Bites,300.0,Dine-out,Mughlai & Hyderabadi Cuisine
new cool joint,Yes,No,3.5,23,Sarjapur Road,Quick Bites,150.0,Delivery,Fast Food & Street Food
"3b's - buddies, bar & barbecues",No,Yes,4.4,41,BTM,"Casual Dining, Bar",1100.0,Drinks & nightlife,North Indian Cuisine
akash gowdru biryani center,No,No,3.7,0,Others,Quick Bites,300.0,Dine-out,North Indian Cuisine
feast india co.,Yes,No,4.2,133,Cunningham Road,Casual Dining,400.0,Delivery,North Indian Cuisine
chikkanna tiffin room,No,No,4.5,206,City Market,Quick Bites,200.0,Dine-out,South Indian Cuisine
teachate express,No,No,3.7,0,JP Nagar,Quick Bites,150.0,Delivery,Fast Food & Street Food
bib-breakfast in the box,Yes,No,3.8,62,Whitefield,Delivery,600.0,Delivery,Western Cuisine
aasife & brothers biriyani centre,Yes,No,3.9,129,HSR,Casual Dining,600.0,Delivery,North Indian Cuisine
filmy kitchen,Yes,No,3.7,182,Bellandur,Quick Bites,400.0,Delivery,North Indian Cuisine
hatti punjab di,Yes,No,3.0,291,Electronic City,Casual Dining,550.0,Dine-out,North Indian Cuisine
khandesh,No,No,3.7,0,Kammanahalli,"Takeaway, Delivery",450.0,Delivery,West Indian Cuisine
the jade kitchen,Yes,No,4.0,116,JP Nagar,Casual Dining,400.0,Delivery,Asian Cuisine
sri krishna sagar,Yes,No,3.2,119,Banashankari,Casual Dining,400.0,Delivery,North Indian Cuisine
rim naam - the oberoi,No,No,4.6,41,MG Road,Others,400.0,Buffet,Asian Cuisine
foodies family restaurant,Yes,No,3.4,6,Electronic City,Quick Bites,300.0,Dine-out,North Indian Cuisine
status bar& restaurant,No,No,3.3,4,Majestic,Bar,1000.0,Drinks & nightlife,Asian Cuisine
rk fresh food,Yes,No,3.5,12,BTM,Quick Bites,300.0,Delivery,Fast Food & Street Food
nagashree's,No,No,2.9,46,Shanti Nagar,Casual Dining,550.0,Delivery,North Indian Cuisine
shiro,Yes,Yes,4.4,41,Lavelle Road,Others,400.0,Delivery,Asian Cuisine
oven fresh,No,No,3.7,0,Domlur,Bakery,600.0,Delivery,Fast Food & Street Food
abhiruchi restaurant,Yes,No,3.4,6,Sarjapur Road,Casual Dining,400.0,Delivery,North Indian Cuisine
lassi corner,Yes,No,2.9,28,Others,Beverage Shop,200.0,Delivery,Desserts & Beverages
the food dude,Yes,No,3.9,179,Koramangala 6th Block,Delivery,300.0,Delivery,Western Cuisine
indore eat restaurant,No,No,4.0,72,Koramangala 6th Block,Quick Bites,555.4,Delivery,South Indian Cuisine
new punjabi tasty khana,Yes,No,3.0,176,Whitefield,Quick Bites,400.0,Dine-out,North Indian Cuisine
imperio restaurant,Yes,Yes,4.2,41,Brookefield,Casual Dining,700.0,Dine-out,North Indian Cuisine
the spice saga,Yes,No,3.7,124,Kumaraswamy Layout,Casual Dining,750.0,Delivery,North Indian Cuisine
hotel gowda's,No,No,3.7,0,Shanti Nagar,Quick Bites,200.0,Dine-out,North Indian Cuisine
pabrai's fresh & naturelle icecreams,Yes,No,4.3,324,HSR,Dessert Parlor,180.0,Desserts,Desserts & Beverages
thom's bakery,No,No,4.1,211,Frazer Town,Others,200.0,Dine-out,Fast Food & Street Food
al habibi restaurant,Yes,No,3.5,17,BTM,Quick Bites,300.0,Delivery,North Indian Cuisine
express food delivery,No,No,2.8,38,Ulsoor,Delivery,500.0,Delivery,North Indian Cuisine
deccan kitchen,Yes,No,3.7,31,Marathahalli,Casual Dining,700.0,Delivery,North Indian Cuisine
abhiruchi,Yes,No,2.9,36,HSR,"Takeaway, Delivery",400.0,Delivery,South Indian Cuisine
swadd kitchen,Yes,No,3.4,4,Basavanagudi,Casual Dining,500.0,Dine-out,North Indian Cuisine
sidra eatery,Yes,No,3.9,28,Kammanahalli,Quick Bites,400.0,Delivery,North Indian Cuisine
fabindia cafe,No,No,4.2,224,Koramangala 2nd Block,Cafe,200.0,Dine-out,Fusion/Contemporary Indian Cuisine
mummy dhaba,Yes,No,3.4,48,Ulsoor,Quick Bites,300.0,Dine-out,North Indian Cuisine
1522 - the pub,Yes,No,4.2,41,Malleshwaram,Others,400.0,Dine-out,North Indian Cuisine
tea break lounge,Yes,No,3.3,5,Brigade Road,Quick Bites,400.0,Delivery,Fast Food & Street Food
tewari bros mithai shoppie,Yes,No,3.8,59,Commercial Street,Others,300.0,Delivery,Fast Food & Street Food
chilli flakes,Yes,No,3.6,47,Banashankari,Quick Bites,500.0,Delivery,Western Cuisine
burrito boys,Yes,No,3.0,6,Bannerghatta Road,Others,400.0,Dine-out,Fusion & Miscellaneous
nh7 refuel,Yes,No,3.5,18,Ulsoor,Quick Bites,400.0,Delivery,North Indian Cuisine
matteo coffea,No,No,4.4,41,Church Street,Cafe,600.0,Dine-out,Fusion & Miscellaneous
nagarjuna,No,No,4.2,41,Marathahalli,Casual Dining,800.0,Dine-out,South Indian Cuisine
bottle genie,Yes,No,3.7,0,BTM,"Takeaway, Delivery",350.0,Delivery,Desserts & Beverages
swa-desh a family restaurant,No,No,3.7,0,Koramangala 1st Block,Quick Bites,300.0,Dine-out,North Indian Cuisine
lakeview milkbar,No,No,3.7,0,Kalyan Nagar,Others,500.0,Cafes,Fast Food & Street Food
konark vegetarian restaurant,No,No,4.1,41,Residency Road,Casual Dining,500.0,Dine-out,North Indian Cuisine
chinese corner,No,No,3.1,5,Brigade Road,Quick Bites,200.0,Dine-out,Asian Cuisine
just bake,Yes,No,3.5,24,New BEL Road,Others,400.0,Delivery,Fusion & Miscellaneous
swad rajasthani bhojanalaya,No,No,3.1,7,Whitefield,Quick Bites,400.0,Dine-out,North Indian Cuisine
ctr,Yes,No,4.8,41,Malleshwaram,Quick Bites,150.0,Delivery,South Indian Cuisine
kerala home food,No,No,3.7,0,Brigade Road,Quick Bites,300.0,Dine-out,South Indian Cuisine
patisserie nitash,No,No,4.2,142,Frazer Town,Bakery,500.0,Desserts,Fusion & Miscellaneous
aroma fine dine,Yes,Yes,4.0,127,HSR,Casual Dining,900.0,Dine-out,North Indian Cuisine
lechem,No,No,3.7,0,Kalyan Nagar,Delivery,600.0,Delivery,North Indian Cuisine
tayabbs,Yes,No,3.3,7,Whitefield,Quick Bites,350.0,Dine-out,Fast Food & Street Food
localhost,No,No,3.7,0,Whitefield,Quick Bites,250.0,Delivery,Fusion/Contemporary Indian Cuisine
nellore ruchulu,No,No,3.7,0,Electronic City,Casual Dining,500.0,Dine-out,South Indian Cuisine
calicut durbar,Yes,No,3.8,57,Koramangala 7th Block,Quick Bites,500.0,Dine-out,North Indian Cuisine
the london shakes,Yes,No,3.3,6,Church Street,Quick Bites,500.0,Dine-out,Western Cuisine
dad's coffee club,No,No,3.7,0,Residency Road,Cafe,200.0,Cafes,North Indian Cuisine
mcdonald's,Yes,No,3.8,295,Koramangala 5th Block,Quick Bites,500.0,Delivery,Fast Food & Street Food
sweet melts,No,No,3.7,0,JP Nagar,Dessert Parlor,400.0,Desserts,Desserts & Beverages
dash in,No,No,3.1,53,BTM,Casual Dining,600.0,Dine-out,North Indian Cuisine
rajastani rasoi,Yes,No,3.2,6,Basavanagudi,Quick Bites,100.0,Delivery,North Indian Cuisine
hotel fresh n tasty,No,No,3.7,0,Electronic City,Quick Bites,300.0,Dine-out,North Indian Cuisine
donne biryani & egg rice adda,No,No,3.3,8,New BEL Road,Quick Bites,200.0,Dine-out,Mughlai & Hyderabadi Cuisine
tgi fridays,Yes,Yes,3.9,41,Bannerghatta Road,Others,400.0,Delivery,Western Cuisine
funjabi times,Yes,No,3.7,0,Whitefield,Quick Bites,300.0,Delivery,North Indian Cuisine
urban solace - cafãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâãâ© for the soul,Yes,No,3.9,464,Ulsoor,Others,800.0,Dine-out,Western Cuisine
arabian tea,Yes,No,3.7,0,Commercial Street,Beverage Shop,100.0,Delivery,Fast Food & Street Food
cad (m) cad (b),No,No,3.2,6,Banaswadi,Others,200.0,Desserts,Fusion/Contemporary Indian Cuisine
navrang kabab korner,Yes,No,3.7,349,Rajajinagar,Casual Dining,600.0,Delivery,North Indian Cuisine
trio dosa connect,Yes,No,3.7,0,HSR,Quick Bites,300.0,Delivery,South Indian Cuisine
coast,Yes,No,3.3,59,Jeevan Bhima Nagar,Casual Dining,750.0,Dine-out,North Indian Cuisine
angaar indian grill & restaurant,No,No,3.9,121,HBR Layout,Casual Dining,600.0,Delivery,North Indian Cuisine
cake my day,No,No,3.7,0,Lavelle Road,Delivery,450.0,Delivery,Desserts & Beverages
mainland china,Yes,Yes,4.5,41,Kalyan Nagar,Casual Dining,1100.0,Delivery,Asian Cuisine
punjabi unplugged,Yes,No,3.7,0,Bannerghatta Road,Quick Bites,500.0,Dine-out,North Indian Cuisine
sri devi sagar,No,No,3.7,161,Banaswadi,Quick Bites,300.0,Dine-out,North Indian Cuisine
tasty khaana khazana,Yes,No,3.3,6,Bommanahalli,Quick Bites,300.0,Dine-out,North Indian Cuisine
the fixx,No,Yes,4.3,223,Koramangala 4th Block,"Casual Dining, Bar",400.0,Dine-out,North Indian Cuisine
kesar restaurant,Yes,No,3.6,48,JP Nagar,Quick Bites,200.0,Delivery,North Indian Cuisine
lunch & munch,Yes,No,3.7,0,BTM,Delivery,500.0,Delivery,North Indian Cuisine
the mylapore cafe,No,No,3.7,23,Koramangala 1st Block,Quick Bites,150.0,Dine-out,South Indian Cuisine
bread and circus,No,No,3.7,50,Shanti Nagar,Cafe,550.0,Dine-out,Western Cuisine
trio dosa connect,Yes,No,3.7,0,HSR,Quick Bites,300.0,Delivery,South Indian Cuisine
coastal fish land,Yes,No,3.7,0,Bellandur,Casual Dining,500.0,Dine-out,Fusion & Miscellaneous
north indian tadka,Yes,No,3.0,6,Ejipura,Quick Bites,200.0,Dine-out,North Indian Cuisine
shree mahalakshmi sweets,Yes,No,3.6,34,Others,Others,100.0,Delivery,Fusion/Contemporary Indian Cuisine
the tucck box,No,No,3.4,7,JP Nagar,Quick Bites,300.0,Delivery,South Indian Cuisine
shan restaurant,Yes,No,3.0,20,Brigade Road,Casual Dining,400.0,Delivery,North Indian Cuisine
flame pub & restaurant - brigade garden,No,No,2.9,24,Brigade Road,Others,400.0,Drinks & nightlife,North Indian Cuisine
krispy kreme,Yes,No,3.7,14,Bannerghatta Road,Dessert Parlor,300.0,Desserts,Desserts & Beverages
cafe kabana,No,Yes,4.0,200,Bannerghatta Road,Cafe,700.0,Cafes,Western Cuisine
teppan japanese grill & sushi bar,Yes,No,4.3,41,Ulsoor,Casual Dining,400.0,Dine-out,Asian Cuisine
the bar stock exchange,No,No,4.3,41,St. Marks Road,Others,400.0,Dine-out,North Indian Cuisine
kabab corner,No,No,3.7,0,Bannerghatta Road,Quick Bites,400.0,Dine-out,South Indian Cuisine
wow! momo,Yes,No,3.6,124,Brigade Road,Others,400.0,Delivery,Asian Cuisine
sampoorna,Yes,No,3.6,70,JP Nagar,Casual Dining,600.0,Dine-out,North Indian Cuisine
chill-um cafe,Yes,Yes,4.1,152,Koramangala 6th Block,Quick Bites,600.0,Dine-out,Asian Cuisine
raapchick,Yes,No,3.7,49,Brookefield,Quick Bites,300.0,Dine-out,Fast Food & Street Food
ande ka funda,No,No,3.3,5,HSR,Quick Bites,200.0,Dine-out,North Indian Cuisine
quench & crunch,Yes,No,3.6,21,Shanti Nagar,Beverage Shop,150.0,Delivery,Fast Food & Street Food
chili's american grill & bar,Yes,Yes,4.8,41,Malleshwaram,"Casual Dining, Bar",400.0,Delivery,Western Cuisine
roundup cafe,Yes,Yes,4.2,41,Koramangala 5th Block,Cafe,800.0,Delivery,Western Cuisine
cafe poetry,Yes,No,3.7,55,New BEL Road,Cafe,400.0,Cafes,Desserts & Beverages
srinidhi donne biryani,No,No,3.2,11,Basaveshwara Nagar,Quick Bites,300.0,Dine-out,Mughlai & Hyderabadi Cuisine
melting spot,No,No,4.0,134,Indiranagar,Others,600.0,Desserts,Western Cuisine
smoke-a-pot,Yes,No,3.6,91,JP Nagar,"Takeaway, Delivery",500.0,Delivery,North Indian Cuisine
cakebox,Yes,No,3.5,18,HSR,Bakery,400.0,Delivery,Desserts & Beverages
primal,No,No,3.0,25,Koramangala 6th Block,Bar,400.0,Drinks & nightlife,Western Cuisine
ulavacharu,Yes,Yes,4.2,147,Koramangala 5th Block,Casual Dining,900.0,Dine-out,North Indian Cuisine
mumbai kulfi,Yes,No,3.7,0,JP Nagar,Dessert Parlor,200.0,Delivery,Desserts & Beverages
darkolates,No,No,3.7,0,Banashankari,Others,200.0,Desserts,Desserts & Beverages
andhra bhojanam,Yes,No,3.3,23,BTM,"Takeaway, Delivery",600.0,Delivery,North Indian Cuisine
raj rasoi,Yes,No,3.5,12,Ejipura,Quick Bites,250.0,Delivery,North Indian Cuisine
bhagini icon boutique hotel,Yes,No,3.1,6,Indiranagar,Casual Dining,600.0,Delivery,North Indian Cuisine
calvin's,No,No,2.9,231,JP Nagar,Dessert Parlor,800.0,Desserts,Western Cuisine
daily sushi,Yes,No,3.6,18,Marathahalli,Quick Bites,900.0,Delivery,Fusion & Miscellaneous
apsara hotel,No,No,3.7,0,Shivajinagar,Quick Bites,150.0,Delivery,North Indian Cuisine
troll,Yes,No,3.8,102,Indiranagar,Dessert Parlor,300.0,Delivery,Desserts & Beverages
cloudnyn - sterling mac hotel,No,No,4.0,417,Old Airport Road,Bar,1000.0,Dine-out,Fusion & Miscellaneous
the yellow tuk-tuk cafe,Yes,No,3.6,16,Koramangala 5th Block,Cafe,500.0,Delivery,Western Cuisine
paisa vasool,Yes,No,3.3,8,Domlur,Quick Bites,400.0,Dine-out,North Indian Cuisine
aishwarya uphar,No,No,3.7,0,Ulsoor,Quick Bites,150.0,Delivery,North Indian Cuisine
reddy's paradise,Yes,No,3.5,11,Sarjapur Road,Quick Bites,400.0,Delivery,North Indian Cuisine
sweet chariot,Yes,No,3.5,9,Brigade Road,Bakery,500.0,Desserts,Fast Food & Street Food
sids cafe,Yes,No,3.7,0,Koramangala 5th Block,Quick Bites,200.0,Dine-out,Fast Food & Street Food
cafe petu,No,No,3.7,0,Sarjapur Road,Delivery,300.0,Delivery,North Indian Cuisine
swad restaurant,Yes,No,3.7,115,BTM,Casual Dining,550.0,Dine-out,North Indian Cuisine
gowdru hotel,Yes,No,3.9,41,Others,Quick Bites,250.0,Delivery,South Indian Cuisine
calorie express,Yes,No,3.6,192,BTM,Delivery,450.0,Delivery,Healthy & Vegan
svadu sweets,No,No,3.3,5,BTM,Others,150.0,Delivery,Fusion/Contemporary Indian Cuisine
arya hungry?,Yes,No,4.3,279,Koramangala 7th Block,Quick Bites,450.0,Delivery,North Indian Cuisine
awesome foods,Yes,No,3.7,23,BTM,Quick Bites,300.0,Dine-out,North Indian Cuisine
pot-o-noodles,No,No,4.5,60,Indiranagar,Casual Dining,800.0,Dine-out,Asian Cuisine
baba da dhaba,No,No,3.7,0,"Varthur Main Road, Whitefield","Takeaway, Delivery",400.0,Delivery,North Indian Cuisine
the night watch express,Yes,No,3.0,53,Koramangala 1st Block,"Takeaway, Delivery",500.0,Delivery,North Indian Cuisine
begum's biriyani,No,No,3.2,4,HSR,Quick Bites,500.0,Dine-out,North Indian Cuisine
beijing bites,Yes,No,3.8,266,Richmond Road,Casual Dining,850.0,Dine-out,Asian Cuisine
smoke - the sizzler house,Yes,Yes,4.0,41,Koramangala 7th Block,Casual Dining,1100.0,Delivery,Asian Cuisine
berrylicious cafe,Yes,No,4.1,125,MG Road,Others,900.0,Desserts,North Indian Cuisine
amma's pastries,No,No,4.0,102,Bannerghatta Road,Bakery,400.0,Desserts,Fusion & Miscellaneous
burger & kulfi plaza,No,No,3.7,0,Bellandur,Others,300.0,Dine-out,Fast Food & Street Food
coconut grove,No,No,3.4,97,JP Nagar,"Casual Dining, Bar",1100.0,Drinks & nightlife,South Indian Cuisine
just homely,Yes,No,3.7,0,Electronic City,"Takeaway, Delivery",300.0,Delivery,North Indian Cuisine
kesar sweet shop and fast food,No,No,4.0,213,BTM,Quick Bites,555.4,Dine-out,North Indian Cuisine
creme & cheese,No,No,3.8,18,Koramangala 4th Block,"Takeaway, Delivery",850.0,Delivery,Desserts & Beverages
baba da dhaba,No,Yes,3.6,32,Sarjapur Road,Casual Dining,650.0,Dine-out,North Indian Cuisine
toki taco house,Yes,No,3.6,72,Koramangala 6th Block,Quick Bites,200.0,Dine-out,Fusion & Miscellaneous
oak tavern,No,No,3.5,9,Whitefield,Casual Dining,1000.0,Dine-out,North Indian Cuisine
maravanthe,Yes,No,3.5,12,Brigade Road,Casual Dining,650.0,Dine-out,Seafood
xpress chai,Yes,No,3.3,6,BTM,Others,150.0,Delivery,Fast Food & Street Food
empire restaurant,Yes,No,3.8,106,BTM,"Takeaway, Delivery",400.0,Delivery,North Indian Cuisine
kabab mehal,Yes,No,3.7,66,JP Nagar,Quick Bites,400.0,Delivery,North Indian Cuisine
biso - citrus hotels,No,Yes,3.9,158,Cunningham Road,Casual Dining,1100.0,Buffet,North Indian Cuisine
rahhams,Yes,No,3.9,41,Frazer Town,Casual Dining,700.0,Delivery,North Indian Cuisine
eat.fit,Yes,No,4.5,41,BTM,Delivery,500.0,Delivery,North Indian Cuisine
bangalore pub exchange,No,Yes,4.1,209,MG Road,Others,1000.0,Pubs and bars,North Indian Cuisine
hari super sandwich,No,No,4.4,41,Jayanagar,Quick Bites,200.0,Delivery,Fusion/Contemporary Indian Cuisine
seafood dot grill,Yes,No,3.9,36,Yeshwantpur,"Casual Dining, Bar",400.0,Delivery,North Indian Cuisine
chocolate philosophy,No,No,3.7,0,MG Road,Dessert Parlor,500.0,Delivery,Desserts & Beverages
thalis of india,Yes,No,3.6,24,Hennur,Delivery,500.0,Delivery,North Indian Cuisine
easy bites,Yes,No,4.1,77,BTM,"Takeaway, Delivery",300.0,Delivery,Fast Food & Street Food
nirvana,No,No,3.7,0,Brookefield,Quick Bites,400.0,Delivery,North Indian Cuisine
paratha's kitchen,Yes,No,2.8,33,Bellandur,Quick Bites,200.0,Delivery,North Indian Cuisine
priya restaurant,No,No,3.7,0,Jayanagar,Quick Bites,250.0,Dine-out,North Indian Cuisine
taste of malabar,Yes,No,3.6,23,BTM,Quick Bites,350.0,Delivery,South Indian Cuisine
mast kalandar,No,No,2.4,256,Indiranagar,Casual Dining,450.0,Dine-out,North Indian Cuisine
kabab mela,Yes,No,3.7,0,Shivajinagar,Quick Bites,300.0,Delivery,North Indian Cuisine
ganesh food joint,Yes,No,3.7,0,Nagawara,Quick Bites,200.0,Delivery,South Indian Cuisine
dasaprakash cafe,No,No,3.1,10,MG Road,Cafe,400.0,Cafes,Fusion & Miscellaneous
minuit 12,Yes,No,3.7,0,Marathahalli,"Takeaway, Delivery",350.0,Delivery,North Indian Cuisine
mayur,No,No,3.6,18,BTM,Casual Dining,500.0,Dine-out,North Indian Cuisine
cafe coffee day,No,No,3.7,0,Old Airport Road,Cafe,900.0,Desserts,Fast Food & Street Food
hit and run,Yes,No,3.7,0,Ulsoor,Delivery,300.0,Delivery,Asian Cuisine
ifun burgers n more,No,No,3.7,0,Banaswadi,Quick Bites,300.0,Delivery,Fast Food & Street Food
victoria terminus,Yes,No,2.9,54,Banaswadi,Quick Bites,250.0,Delivery,West Indian Cuisine
kings kitchen,No,No,3.7,0,Domlur,Delivery,500.0,Delivery,North Indian Cuisine
gobble up churros cafe,Yes,No,3.8,37,Ulsoor,Casual Dining,400.0,Dine-out,Desserts & Beverages
corprate biriyani adda,No,No,3.0,5,Whitefield,Casual Dining,500.0,Dine-out,North Indian Cuisine
sweet chariot,Yes,No,3.5,9,Brigade Road,Bakery,500.0,Desserts,Fast Food & Street Food
vinus foods,No,No,3.7,0,Vasanth Nagar,Quick Bites,300.0,Dine-out,South Indian Cuisine
spice of kolkata,No,No,2.8,117,Bellandur,Food Court,400.0,Delivery,East Indian Cuisine
gmt - gelateria montecatini terme,Yes,No,4.4,68,Lavelle Road,Quick Bites,300.0,Delivery,Desserts & Beverages
swathi,Yes,No,3.8,41,Rajajinagar,Casual Dining,700.0,Delivery,North Indian Cuisine
pecos hideout,No,Yes,4.0,165,BTM,Bar,1100.0,Drinks & nightlife,Fusion & Miscellaneous
behrouz biryani,Yes,No,4.2,128,Vasanth Nagar,Delivery,650.0,Delivery,Mughlai & Hyderabadi Cuisine
cafe coffee day,Yes,No,3.7,26,Bannerghatta Road,Cafe,900.0,Delivery,Fast Food & Street Food
bageecha,Yes,No,2.1,479,Marathahalli,Casual Dining,650.0,Delivery,North Indian Cuisine
tawa ghar ka,Yes,No,3.8,331,HSR,Quick Bites,350.0,Delivery,North Indian Cuisine
anand sagar inn,No,No,3.2,6,Basavanagudi,Casual Dining,450.0,Dine-out,North Indian Cuisine
gfc biryani,Yes,No,3.7,0,BTM,Quick Bites,300.0,Delivery,Mughlai & Hyderabadi Cuisine
new grand restaurant,Yes,No,3.1,11,BTM,Casual Dining,500.0,Delivery,North Indian Cuisine
food club restaurant,No,No,3.7,45,Electronic City,Casual Dining,500.0,Delivery,North Indian Cuisine
nite out,Yes,No,3.9,162,JP Nagar,Delivery,500.0,Delivery,North Indian Cuisine
taste of malabar,Yes,No,3.6,23,BTM,Quick Bites,350.0,Dine-out,South Indian Cuisine
machali port,Yes,No,3.9,34,JP Nagar,Casual Dining,750.0,Delivery,North Indian Cuisine
ice cream works,No,No,3.5,13,Whitefield,Others,300.0,Desserts,Desserts & Beverages
